CDSCode,Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter School Number,Charter Funding Type,IRC,Low Grade,High Grade,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),FRPM Count (K-12),Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Free Meal Count (Ages 5-17),Percent (%) Eligible Free (Ages 5-17),FRPM Count (Ages 5-17),Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
33669930113936,2014-2015,33,66993,0113936,Riverside,Beaumont Unified,Tournament Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,839.0,183.0,0.218116805721097,258.0,0.307508939213349,821.0,181.0,0.220462850182704,256.0,0.311814859926918,1
33669930116947,2014-2015,33,66993,0116947,Riverside,Beaumont Unified,Anna Hause Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,791.0,361.0,0.456384323640961,477.0,0.603034134007585,782.0,358.0,0.457800511508951,474.0,0.60613810741688,1
33669933330479,2014-2015,33,66993,3330479,Riverside,Beaumont Unified,Beaumont Senior High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2508.0,1008.0,0.401913875598086,1432.0,0.57097288676236,2429.0,976.0,0.401811445039111,1388.0,0.571428571428571,1
33669933330842,2014-2015,33,66993,3330842,Riverside,Beaumont Unified,Glen View High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,82.0,59.0,0.719512195121951,68.0,0.829268292682927,69.0,48.0,0.695652173913043,57.0,0.826086956521739,1
33669933331089,2014-2015,33,66993,3331089,Riverside,Beaumont Unified,Three Rings Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,654.0,354.0,0.541284403669725,423.0,0.646788990825688,640.0,342.0,0.534375,410.0,0.640625,1
33669936031652,2014-2015,33,66993,6031652,Riverside,Beaumont Unified,Mountain View Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1020.0,446.0,0.437254901960784,593.0,0.581372549019608,1020.0,446.0,0.437254901960784,593.0,0.581372549019608,1
33669936031660,2014-2015,33,66993,6031660,Riverside,Beaumont Unified,Palm Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,612.0,379.0,0.619281045751634,460.0,0.751633986928105,602.0,374.0,0.621262458471761,453.0,0.752491694352159,1
33670330100966,2014-2015,33,67033,0100966,Riverside,Corona-Norco Unified,El Cerrito Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1256.0,300.0,0.238853503184713,395.0,0.314490445859873,1256.0,300.0,0.238853503184713,395.0,0.314490445859873,1
33670330100974,2014-2015,33,67033,0100974,Riverside,Corona-Norco Unified,Clara Barton Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1801.0,374.0,0.207662409772349,470.0,0.260966129927818,1768.0,367.0,0.207579185520362,462.0,0.26131221719457,1
33670330100982,2014-2015,33,67033,0100982,Riverside,Corona-Norco Unified,Temescal Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,935.0,184.0,0.196791443850267,270.0,0.288770053475936,918.0,181.0,0.197167755991285,265.0,0.288671023965142,1
33670330105791,2014-2015,33,67033,0105791,Riverside,Corona-Norco Unified,Dwight D. Eisenhower Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,920.0,156.0,0.169565217391304,206.0,0.223913043478261,903.0,151.0,0.167220376522702,201.0,0.222591362126246,1
33670330105809,2014-2015,33,67033,0105809,Riverside,Corona-Norco Unified,Harada Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1365.0,370.0,0.271062271062271,496.0,0.363369963369963,1334.0,364.0,0.272863568215892,488.0,0.365817091454273,1
33670330110106,2014-2015,33,67033,0110106,Riverside,Corona-Norco Unified,Orange Grove High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,139.0,90.0,0.647482014388489,102.0,0.733812949640288,117.0,80.0,0.683760683760684,88.0,0.752136752136752,1
33670330110627,2014-2015,33,67033,0110627,Riverside,Corona-Norco Unified,Eleanor Roosevelt High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,3868.0,1124.0,0.290589451913133,1603.0,0.414426059979317,3794.0,1093.0,0.288086452293094,1565.0,0.412493410648392,1
33670330110635,2014-2015,33,67033,0110635,Riverside,Corona-Norco Unified,River Heights Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,1052.0,334.0,0.317490494296578,453.0,0.430608365019011,1052.0,334.0,0.317490494296578,453.0,0.430608365019011,1
33670330110643,2014-2015,33,67033,0110643,Riverside,Corona-Norco Unified,Eastvale Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1396.0,318.0,0.227793696275072,440.0,0.315186246418338,1361.0,316.0,0.23218221895665,435.0,0.319617927994122,1
33670330110759,2014-2015,33,67033,0110759,Riverside,Corona-Norco Unified,John F. Kennedy High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,10,12,646.0,161.0,0.24922600619195,230.0,0.356037151702786,570.0,137.0,0.240350877192982,190.0,0.333333333333333,1
33670330113647,2014-2015,33,67033,0113647,Riverside,Corona-Norco Unified,Dr. Bernice Jameson Todd Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,841.0,187.0,0.222354340071344,234.0,0.278240190249703,824.0,185.0,0.224514563106796,231.0,0.280339805825243,1
33670330113654,2014-2015,33,67033,0113654,Riverside,Corona-Norco Unified,Rosa Parks Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1677.0,391.0,0.233154442456768,518.0,0.308884913536076,1649.0,381.0,0.2310491206792,508.0,0.308065494238933,1
33670330119321,2014-2015,33,67033,0119321,Riverside,Corona-Norco Unified,Louis VanderMolen Fundamental Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1080.0,485.0,0.449074074074074,599.0,0.55462962962963,1050.0,472.0,0.44952380952381,584.0,0.556190476190476,1
33670330123828,2014-2015,33,67033,0123828,Riverside,Corona-Norco Unified,Dr. Augustine Ramirez Intermediate,Unified School District,Junior High Schools (Public),Traditional,,0,,,0,7,8,1117.0,273.0,0.244404655326768,380.0,0.340196956132498,1117.0,273.0,0.244404655326768,380.0,0.340196956132498,1
33670333330131,2014-2015,33,67033,3330131,Riverside,Corona-Norco Unified,Corona-Norco Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,K,12,106.0,35.0,0.330188679245283,40.0,0.377358490566038,81.0,25.0,0.308641975308642,30.0,0.37037037037037,1
33670333330446,2014-2015,33,67033,3330446,Riverside,Corona-Norco Unified,Centennial High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,3306.0,1224.0,0.370235934664247,1605.0,0.485480943738657,3241.0,1200.0,0.37025609379821,1577.0,0.486578216599815,1
33670333330586,2014-2015,33,67033,3330586,Riverside,Corona-Norco Unified,Lee V. Pollard High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,750.0,369.0,0.492,437.0,0.582666666666667,629.0,324.0,0.51510333863275,386.0,0.613672496025437,1
33670333330602,2014-2015,33,67033,3330602,Riverside,Corona-Norco Unified,Corona Vista High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,4.0,3.0,0.75,3.0,0.75,4.0,3.0,0.75,3.0,0.75,1
33670333330701,2014-2015,33,67033,3330701,Riverside,Corona-Norco Unified,Santiago High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,3692.0,702.0,0.190140845070423,928.0,0.251354279523294,3622.0,685.0,0.189122032026505,910.0,0.251242407509663,1
33670333331600,2014-2015,33,67033,3331600,Riverside,Corona-Norco Unified,Corona High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2933.0,1418.0,0.483464030003409,1764.0,0.601431980906921,2851.0,1377.0,0.482988425113995,1713.0,0.600841809891266,1
33670333334232,2014-2015,33,67033,3334232,Riverside,Corona-Norco Unified,Norco High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2244.0,636.0,0.283422459893048,838.0,0.373440285204991,2195.0,625.0,0.284738041002278,825.0,0.375854214123007,1
33670336031736,2014-2015,33,67033,6031736,Riverside,Corona-Norco Unified,John Adams Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,717.0,502.0,0.700139470013947,601.0,0.838214783821478,707.0,496.0,0.701555869872702,594.0,0.84016973125884,1
33670336031751,2014-2015,33,67033,6031751,Riverside,Corona-Norco Unified,Coronita Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,624.0,452.0,0.724358974358974,545.0,0.873397435897436,612.0,443.0,0.723856209150327,535.0,0.874183006535948,1
33670336031785,2014-2015,33,67033,6031785,Riverside,Corona-Norco Unified,Garretson Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1062.0,589.0,0.554613935969868,673.0,0.633709981167608,1034.0,577.0,0.558027079303675,659.0,0.637330754352031,1
33670336031793,2014-2015,33,67033,6031793,Riverside,Corona-Norco Unified,George Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,871.0,403.0,0.462686567164179,523.0,0.600459242250287,871.0,403.0,0.462686567164179,523.0,0.600459242250287,1
33670336031801,2014-2015,33,67033,6031801,Riverside,Corona-Norco Unified,Highland Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,653.0,187.0,0.286370597243492,230.0,0.352220520673813,653.0,187.0,0.286370597243492,230.0,0.352220520673813,1
33670336031819,2014-2015,33,67033,6031819,Riverside,Corona-Norco Unified,Home Gardens Academy,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,905.0,706.0,0.780110497237569,787.0,0.869613259668508,889.0,694.0,0.780652418447694,773.0,0.869516310461192,1
33670336031827,2014-2015,33,67033,6031827,Riverside,Corona-Norco Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,839.0,690.0,0.822407628128725,781.0,0.930870083432658,823.0,679.0,0.825030376670717,766.0,0.930741190765492,1
33670336031835,2014-2015,33,67033,6031835,Riverside,Corona-Norco Unified,Lincoln Alternative Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,967.0,273.0,0.282316442605998,358.0,0.370217166494312,967.0,273.0,0.282316442605998,358.0,0.370217166494312,1
33670336031843,2014-2015,33,67033,6031843,Riverside,Corona-Norco Unified,Norco Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,629.0,172.0,0.273449920508744,213.0,0.338632750397456,629.0,172.0,0.273449920508744,213.0,0.338632750397456,1
33670336031850,2014-2015,33,67033,6031850,Riverside,Corona-Norco Unified,Parkridge Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,816.0,676.0,0.82843137254902,746.0,0.91421568627451,802.0,664.0,0.827930174563591,733.0,0.913965087281795,1
33670336031868,2014-2015,33,67033,6031868,Riverside,Corona-Norco Unified,Riverview Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,319.0,169.0,0.529780564263323,186.0,0.58307210031348,318.0,168.0,0.528301886792453,185.0,0.581761006289308,1
33670336031876,2014-2015,33,67033,6031876,Riverside,Corona-Norco Unified,Sierra Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,459.0,190.0,0.413943355119826,217.0,0.47276688453159,441.0,183.0,0.414965986394558,210.0,0.476190476190476,1
33670336031884,2014-2015,33,67033,6031884,Riverside,Corona-Norco Unified,Vicentia Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,602.0,373.0,0.619601328903654,452.0,0.750830564784053,587.0,365.0,0.621805792163543,443.0,0.754684838160136,1
33670336059026,2014-2015,33,67033,6059026,Riverside,Corona-Norco Unified,Auburndale Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,507.0,359.0,0.708086785009862,413.0,0.814595660749507,507.0,359.0,0.708086785009862,413.0,0.814595660749507,1
33670336059034,2014-2015,33,67033,6059034,Riverside,Corona-Norco Unified,Corona Fundamental Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1138.0,558.0,0.490333919156415,705.0,0.619507908611599,1138.0,558.0,0.490333919156415,705.0,0.619507908611599,1
33670336059042,2014-2015,33,67033,6059042,Riverside,Corona-Norco Unified,Letha Raney Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,738.0,392.0,0.531165311653117,456.0,0.617886178861789,738.0,392.0,0.531165311653117,456.0,0.617886178861789,1
33670336061766,2014-2015,33,67033,6061766,Riverside,Corona-Norco Unified,Norco Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,751.0,226.0,0.300932090545939,283.0,0.376830892143808,751.0,226.0,0.300932090545939,283.0,0.376830892143808,1
33670336068753,2014-2015,33,67033,6068753,Riverside,Corona-Norco Unified,Victress Bower School for Exceptional Students,Unified School District,Special Education Schools (Public),Special Education School,,0,,,0,K,12,51.0,16.0,0.313725490196078,19.0,0.372549019607843,38.0,12.0,0.315789473684211,14.0,0.368421052631579,1
33670336084669,2014-2015,33,67033,6084669,Riverside,Corona-Norco Unified,John Stallings Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,566.0,345.0,0.609540636042403,416.0,0.734982332155477,554.0,339.0,0.611913357400722,410.0,0.740072202166065,1
33670336107668,2014-2015,33,67033,6107668,Riverside,Corona-Norco Unified,Foothill Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1013.0,296.0,0.292201382033564,367.0,0.362290227048371,998.0,294.0,0.294589178356713,365.0,0.365731462925852,1
33670336107676,2014-2015,33,67033,6107676,Riverside,Corona-Norco Unified,Prado View Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,838.0,196.0,0.233890214797136,255.0,0.304295942720764,820.0,192.0,0.234146341463415,250.0,0.304878048780488,1
33670336110589,2014-2015,33,67033,6110589,Riverside,Corona-Norco Unified,William McKinley Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,761.0,339.0,0.445466491458607,416.0,0.54664914586071,745.0,332.0,0.445637583892617,408.0,0.547651006711409,1
33670336112957,2014-2015,33,67033,6112957,Riverside,Corona-Norco Unified,Susan B. Anthony Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,938.0,185.0,0.197228144989339,246.0,0.26226012793177,920.0,181.0,0.196739130434783,242.0,0.26304347826087,1
33670336114151,2014-2015,33,67033,6114151,Riverside,Corona-Norco Unified,Cesar Chavez Academy,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,952.0,446.0,0.468487394957983,536.0,0.563025210084034,952.0,446.0,0.468487394957983,536.0,0.563025210084034,1
33670336116404,2014-2015,33,67033,6116404,Riverside,Corona-Norco Unified,Benjamin Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,831.0,236.0,0.283995186522262,308.0,0.370637785800241,812.0,231.0,0.28448275862069,298.0,0.366995073891626,1
33670336116412,2014-2015,33,67033,6116412,Riverside,Corona-Norco Unified,Citrus Hills Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,7,8,1160.0,220.0,0.189655172413793,310.0,0.267241379310345,1160.0,220.0,0.189655172413793,310.0,0.267241379310345,1
33670336117998,2014-2015,33,67033,6117998,Riverside,Corona-Norco Unified,Woodrow Wilson Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,981.0,245.0,0.249745158002039,299.0,0.304791029561672,965.0,242.0,0.250777202072539,295.0,0.305699481865285,1
33670336120364,2014-2015,33,67033,6120364,Riverside,Corona-Norco Unified,Corona Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,1105.0,498.0,0.450678733031674,584.0,0.528506787330317,1091.0,496.0,0.454628780934922,581.0,0.532538955087076,1
33670336120372,2014-2015,33,67033,6120372,Riverside,Corona-Norco Unified,Orange Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,789.0,186.0,0.23574144486692,218.0,0.276299112801014,774.0,183.0,0.236434108527132,215.0,0.277777777777778,1
33670416031900,2014-2015,33,67041,6031900,Riverside,Desert Center Unified,Eagle Mountain Elementary,Unified School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,24.0,9.0,0.375,12.0,0.5,24.0,9.0,0.375,12.0,0.5,1
33670580100164,2014-2015,33,67058,0100164,Riverside,Desert Sands Unified,Dr. Reynaldo J. Carreon Jr. Academy,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,682.0,475.0,0.696480938416422,584.0,0.856304985337243,672.0,469.0,0.697916666666667,577.0,0.858630952380952,1
33670580107961,2014-2015,33,67058,0107961,Riverside,Desert Sands Unified,Benjamin Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,521.0,304.0,0.583493282149712,371.0,0.712092130518234,515.0,301.0,0.584466019417476,367.0,0.712621359223301,1
33670580108464,2014-2015,33,67058,0108464,Riverside,Desert Sands Unified,Carrillo Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,682.0,451.0,0.661290322580645,527.0,0.772727272727273,673.0,445.0,0.661218424962853,520.0,0.772659732540862,1
33670580110791,2014-2015,33,67058,0110791,Riverside,Desert Sands Unified,Ronald Reagan Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,981.0,404.0,0.411824668705403,514.0,0.523955147808359,957.0,399.0,0.41692789968652,507.0,0.529780564263323,1
33670580111021,2014-2015,33,67058,0111021,Riverside,Desert Sands Unified,Colonel Mitchell Paige Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,784.0,413.0,0.526785714285714,521.0,0.664540816326531,784.0,413.0,0.526785714285714,521.0,0.664540816326531,1
33670580114504,2014-2015,33,67058,0114504,Riverside,Desert Sands Unified,Summit High (Continuation),Unified School District,Continuation High Schools,Continuation School,,0,,,0,10,12,318.0,183.0,0.575471698113208,210.0,0.660377358490566,208.0,121.0,0.581730769230769,139.0,0.668269230769231,1
33670580118885,2014-2015,33,67058,0118885,Riverside,Desert Sands Unified,Shadow Hills High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,1807.0,1010.0,0.558937465412286,1273.0,0.70448256779192,1757.0,982.0,0.558907228229937,1239.0,0.705179282868526,1
33670580119305,2014-2015,33,67058,0119305,Riverside,Desert Sands Unified,Desert Ridge Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1249.0,836.0,0.6693354683747,984.0,0.787830264211369,1249.0,836.0,0.6693354683747,984.0,0.787830264211369,1
33670583330388,2014-2015,33,67058,3330388,Riverside,Desert Sands Unified,Palm Desert High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2016.0,677.0,0.335813492063492,869.0,0.431051587301587,1950.0,648.0,0.332307692307692,837.0,0.429230769230769,1
33670583330669,2014-2015,33,67058,3330669,Riverside,Desert Sands Unified,La Quinta High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2814.0,1170.0,0.415778251599147,1485.0,0.52771855010661,2732.0,1139.0,0.416910688140556,1445.0,0.52891654465593,1
33670583330909,2014-2015,33,67058,3330909,Riverside,Desert Sands Unified,Horizon,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,K,12,272.0,119.0,0.4375,130.0,0.477941176470588,251.0,112.0,0.446215139442231,121.0,0.48207171314741,1
33670583331113,2014-2015,33,67058,3331113,Riverside,Desert Sands Unified,Amistad High (Continuation),Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,312.0,190.0,0.608974358974359,203.0,0.650641025641026,231.0,151.0,0.653679653679654,162.0,0.701298701298701,1
33670583333192,2014-2015,33,67058,3333192,Riverside,Desert Sands Unified,Indio High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,1866.0,1443.0,0.773311897106109,1635.0,0.87620578778135,1819.0,1408.0,0.774051676745464,1595.0,0.876855415063222,1
33670586031926,2014-2015,33,67058,6031926,Riverside,Desert Sands Unified,Abraham Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,642.0,528.0,0.822429906542056,610.0,0.950155763239875,631.0,518.0,0.820919175911252,599.0,0.949286846275753,1
33670586031934,2014-2015,33,67058,6031934,Riverside,Desert Sands Unified,Andrew Jackson Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,659.0,534.0,0.810318664643399,612.0,0.928679817905918,648.0,526.0,0.811728395061728,602.0,0.929012345679012,1
33670586031942,2014-2015,33,67058,6031942,Riverside,Desert Sands Unified,Dwight Eisenhower Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,491.0,428.0,0.871690427698574,465.0,0.947046843177189,473.0,414.0,0.875264270613108,449.0,0.949260042283298,1
33670586031959,2014-2015,33,67058,6031959,Riverside,Desert Sands Unified,George Washington Charter,Unified School District,Elementary Schools (Public),Traditional,,1,0052,Locally funded,0,K,5,877.0,212.0,0.241733181299886,277.0,0.315849486887115,852.0,207.0,0.242957746478873,270.0,0.316901408450704,1
33670586031967,2014-2015,33,67058,6031967,Riverside,Desert Sands Unified,Herbert Hoover Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,514.0,451.0,0.877431906614786,487.0,0.947470817120623,504.0,443.0,0.878968253968254,478.0,0.948412698412698,1
33670586031975,2014-2015,33,67058,6031975,Riverside,Desert Sands Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,530.0,477.0,0.9,519.0,0.979245283018868,521.0,471.0,0.904030710172745,511.0,0.980806142034549,1
33670586031983,2014-2015,33,67058,6031983,Riverside,Desert Sands Unified,Martin Van Buren Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,593.0,508.0,0.856661045531197,545.0,0.919055649241147,580.0,498.0,0.858620689655172,535.0,0.922413793103448,1
33670586031991,2014-2015,33,67058,6031991,Riverside,Desert Sands Unified,Palm Desert Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0974,Locally funded,0,6,8,1407.0,536.0,0.380952380952381,666.0,0.473347547974414,1407.0,536.0,0.380952380952381,666.0,0.473347547974414,1
33670586032007,2014-2015,33,67058,6032007,Riverside,Desert Sands Unified,Theodore Roosevelt Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,557.0,504.0,0.904847396768402,519.0,0.931777378815081,550.0,498.0,0.905454545454545,513.0,0.932727272727273,1
33670586032015,2014-2015,33,67058,6032015,Riverside,Desert Sands Unified,Thomas Jefferson Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,615.0,553.0,0.899186991869919,596.0,0.969105691056911,615.0,553.0,0.899186991869919,596.0,0.969105691056911,1
33670586106082,2014-2015,33,67058,6106082,Riverside,Desert Sands Unified,Harry S. Truman Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,548.0,366.0,0.667883211678832,433.0,0.79014598540146,538.0,360.0,0.669144981412639,426.0,0.79182156133829,1
33670586107759,2014-2015,33,67058,6107759,Riverside,Desert Sands Unified,La Quinta Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,537.0,385.0,0.716945996275605,448.0,0.834264432029795,537.0,385.0,0.716945996275605,448.0,0.834264432029795,1
33670586108955,2014-2015,33,67058,6108955,Riverside,Desert Sands Unified,James Madison Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,529.0,412.0,0.77882797731569,467.0,0.882797731568998,520.0,408.0,0.784615384615385,462.0,0.888461538461538,1
33670586109045,2014-2015,33,67058,6109045,Riverside,Desert Sands Unified,James Monroe Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,582.0,275.0,0.472508591065292,338.0,0.580756013745705,571.0,272.0,0.476357267950963,335.0,0.586690017513135,1
33670586109789,2014-2015,33,67058,6109789,Riverside,Desert Sands Unified,Gerald R. Ford Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,748.0,274.0,0.366310160427808,331.0,0.442513368983957,738.0,269.0,0.36449864498645,325.0,0.440379403794038,1
33670586109797,2014-2015,33,67058,6109797,Riverside,Desert Sands Unified,Indio Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,848.0,708.0,0.834905660377358,800.0,0.943396226415094,848.0,708.0,0.834905660377358,800.0,0.943396226415094,1
33670586113880,2014-2015,33,67058,6113880,Riverside,Desert Sands Unified,James Earl Carter Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,675.0,287.0,0.425185185185185,349.0,0.517037037037037,669.0,284.0,0.424514200298954,345.0,0.515695067264574,1
33670586113898,2014-2015,33,67058,6113898,Riverside,Desert Sands Unified,John Adams Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,418.0,281.0,0.672248803827751,327.0,0.782296650717703,406.0,278.0,0.684729064039409,324.0,0.798029556650246,1
33670586116636,2014-2015,33,67058,6116636,Riverside,Desert Sands Unified,Lyndon B. Johnson Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,569.0,431.0,0.757469244288225,491.0,0.862917398945518,553.0,421.0,0.76130198915009,478.0,0.864376130198915,1
33670586118855,2014-2015,33,67058,6118855,Riverside,Desert Sands Unified,John Glenn Middle School of International Studies,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1442.0,613.0,0.425104022191401,783.0,0.542995839112344,1442.0,613.0,0.425104022191401,783.0,0.542995839112344,1
33670586118863,2014-2015,33,67058,6118863,Riverside,Desert Sands Unified,Amelia Earhart Elementary School of International Studies,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,913.0,265.0,0.290251916757941,332.0,0.363636363636364,904.0,263.0,0.290929203539823,330.0,0.365044247787611,1
33670820120675,2014-2015,33,67082,0120675,Riverside,Hemet Unified,Western Center Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1144,Locally funded,0,6,10,471.0,80.0,0.169851380042463,115.0,0.24416135881104,471.0,80.0,0.169851380042463,115.0,0.24416135881104,1
33670820128363,2014-2015,33,67082,0128363,Riverside,Hemet Unified,College Prep High,Unified School District,High Schools (Public),Traditional,,1,1564,Locally funded,0,9,12,126.0,59.0,0.468253968253968,74.0,0.587301587301587,124.0,59.0,0.475806451612903,73.0,0.588709677419355,1
33670900127720,2014-2015,33,67090,0127720,Riverside,Jurupa Unified,Rivercrest Preparatory,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,69.0,14.0,0.202898550724638,16.0,0.231884057971014,67.0,13.0,0.194029850746269,15.0,0.223880597014925,1
33670906105837,2014-2015,33,67090,6105837,Riverside,Jurupa Unified,Indian Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,659.0,353.0,0.535660091047041,432.0,0.655538694992413,646.0,348.0,0.538699690402477,427.0,0.660990712074303,1
33670906106835,2014-2015,33,67090,6106835,Riverside,Jurupa Unified,Camino Real Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,789.0,259.0,0.328263624841572,344.0,0.435994930291508,774.0,256.0,0.330749354005168,339.0,0.437984496124031,1
33671160100503,2014-2015,33,67116,0100503,Riverside,Menifee Union Elementary,Freedom Crest Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,770.0,296.0,0.384415584415584,373.0,0.484415584415584,747.0,290.0,0.388219544846051,366.0,0.48995983935743,1
